epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,167.917,0.32342,0.51935,1.059,0.88283,0.85173,0.93759,0.71752,0.71444,0.94024,1.08925,0.000664992,0.000664992,0.000664992
2,321.397,0.29746,0.31823,1.03526,0.69165,0.7754,0.70181,0.2828,1.70359,1.55044,1.72732,0.00130529,0.00130529,0.00130529
